playerid,yearid,stint,teamid,lgid,g,ab,r,h,b,v11,hr,rbi,sb,cs,bb,so,ibb,hbp,sh,sf,gidp
basske01,1991,1,SFN,NL,124,361,43,84,10,4,10,40,7,4,36,56,8,4,2,3,12
belleal01,1991,1,CLE,AL,123,461,60,130,31,2,28,95,3,1,25,99,2,5,0,5,24
bellge02,1991,1,CHN,NL,149,558,63,159,27,0,25,86,2,6,32,62,6,4,0,9,10
bellira01,1991,1,ATL,NL,149,353,36,88,9,2,0,27,3,1,22,63,2,2,7,1,4
bellja01,1991,1,PIT,NL,157,608,96,164,32,8,16,67,10,6,52,99,1,4,30,3,15
bellju01,1991,1,BAL,AL,100,209,26,36,9,2,1,15,0,0,8,51,0,0,4,2,1
benzito01,1991,2,KCA,AL,78,293,29,86,15,3,2,40,2,6,17,46,2,3,1,1,5
bicheda01,1991,1,ML4,AL,134,445,53,106,18,3,15,59,14,8,22,107,4,1,1,6,9
biggicr01,1991,1,HOU,NL,149,546,79,161,23,4,4,46,19,6,53,71,3,2,5,3,2
blausje01,1991,1,ATL,NL,129,352,49,91,14,3,11,54,5,6,54,59,4,2,4,3,4
boggswa01,1991,1,BOS,AL,144,546,93,181,42,2,8,51,1,2,89,32,25,0,0,6,16
bondsba01,1991,1,PIT,NL,153,510,95,149,28,5,25,116,43,13,107,73,25,4,0,13,8
bonilbo01,1991,1,PIT,NL,157,577,102,174,44,6,18,100,2,4,90,67,8,2,0,11,14
bordepa01,1991,1,TOR,AL,105,291,22,71,17,0,5,36,0,0,11,45,1,1,6,3,8
bordimi01,1991,1,OAK,AL,90,235,21,56,5,1,0,21,3,4,14,37,0,3,12,1,3
bostoda01,1991,1,NYN,NL,137,255,40,70,16,4,4,21,15,8,30,42,0,0,0,1,2
bragggl01,1991,1,CIN,NL,85,250,36,65,10,0,11,39,11,3,23,46,3,2,0,4,4
breamsi01,1991,1,ATL,NL,91,265,32,67,12,0,11,45,0,3,25,31,5,0,4,4,8
brettge01,1991,1,KCA,AL,131,505,77,129,40,2,10,61,2,0,58,75,10,0,1,8,20
brilegr01,1991,1,SEA,AL,139,381,39,99,17,3,2,26,23,11,27,51,0,0,1,3,7
brookhu01,1991,1,NYN,NL,103,357,48,85,11,1,16,50,3,1,44,62,8,3,0,3,7
brownje01,1991,1,CLE,AL,107,290,28,66,5,2,1,29,2,4,27,29,0,1,12,4,5
brunato01,1991,1,BOS,AL,142,459,54,105,24,1,16,70,1,2,49,72,2,3,0,8,8
buechst01,1991,1,TEX,AL,121,416,58,111,17,2,18,66,0,4,39,69,4,5,10,2,11
buhneja01,1991,1,SEA,AL,137,406,64,99,14,4,27,77,0,1,53,117,5,6,2,4,10
burksel01,1991,1,BOS,AL,130,474,56,119,33,3,14,56,6,11,39,81,2,6,2,3,7
butlebr01,1991,1,LAN,NL,161,615,112,182,13,5,2,38,38,28,108,79,4,1,4,2,3
caldeiv01,1991,1,MON,NL,134,470,69,141,22,3,19,75,31,16,53,64,4,3,1,10,7
caminke01,1991,1,HOU,NL,152,574,65,145,30,3,13,80,4,5,46,85,7,5,3,4,18
candaca01,1991,1,HOU,NL,151,461,44,121,20,7,4,50,9,3,40,49,7,0,1,3,5
cansejo01,1991,1,OAK,AL,154,572,115,152,32,1,44,122,26,6,78,152,8,9,0,6,16
carrema01,1991,1,NYN,NL,106,254,18,66,6,0,4,21,2,1,12,26,2,2,1,1,13
cartega01,1991,1,LAN,NL,101,248,22,61,14,0,6,26,2,2,22,26,1,7,1,2,11
cartejo01,1991,1,TOR,AL,162,638,89,174,42,3,33,108,20,9,49,112,12,10,0,9,6
cedenan01,1991,1,HOU,NL,67,251,27,61,13,2,9,36,4,3,9,74,1,1,1,2,3
ceronri01,1991,1,NYN,NL,90,227,18,62,13,0,2,16,1,1,30,24,2,1,0,0,9
chambwe01,1991,1,PHI,NL,101,383,51,92,16,3,13,50,9,4,31,73,0,2,1,0,8
clarkja01,1991,1,BOS,AL,140,481,75,120,18,1,28,87,0,2,96,133,3,3,0,5,17
clarkje01,1991,1,SDN,NL,118,369,26,84,16,0,10,47,2,1,31,90,2,6,1,4,10
clarkwi02,1991,1,SFN,NL,148,565,84,170,32,7,29,116,4,2,51,91,12,2,0,4,5
coleal01,1991,1,CLE,AL,122,387,58,114,17,3,0,21,27,17,58,47,2,1,4,2,8
colemvi01,1991,1,NYN,NL,72,278,45,71,7,5,1,17,37,14,39,47,0,0,1,0,3
corajo01,1991,1,CHA,AL,100,228,37,55,2,3,0,18,11,6,20,21,0,5,8,3,1
cuylemi01,1991,1,DET,AL,154,475,77,122,15,7,3,33,41,10,52,92,0,5,12,2,4
danieka01,1991,1,LAN,NL,137,461,54,115,15,1,17,73,6,1,63,116,4,1,0,6,9
dascedo01,1991,1,CHN,NL,118,239,40,61,11,0,1,18,14,7,24,26,2,2,6,1,3
daultda01,1991,1,PHI,NL,89,285,36,56,12,0,12,42,5,0,41,66,4,2,2,5,4
davisal01,1991,1,SEA,AL,145,462,39,102,15,1,12,69,0,3,56,78,9,0,0,10,8
davisch01,1991,1,MIN,AL,153,534,84,148,34,1,29,93,5,6,95,117,13,1,0,4,9
daviser01,1991,1,CIN,NL,89,285,39,67,10,0,11,33,14,2,48,92,5,5,0,2,4
dawsoan01,1991,1,CHN,NL,149,563,69,153,21,4,31,104,4,5,22,80,3,5,0,6,10
deckest01,1991,1,SFN,NL,79,233,11,48,7,1,5,24,0,1,16,44,1,3,2,4,7
deerro01,1991,1,DET,AL,134,448,64,80,14,2,25,64,1,3,89,175,1,0,0,2,3
deshide01,1991,1,MON,NL,151,563,83,134,15,4,10,51,56,23,95,151,2,2,8,5,6
devermi01,1991,1,BAL,AL,149,608,82,158,27,10,19,59,16,9,47,115,2,2,7,4,13
doranbi02,1991,1,CIN,NL,111,361,51,101,12,2,6,35,5,4,46,39,1,0,0,3,4
downibr01,1991,1,TEX,AL,123,407,76,113,17,2,17,49,1,1,58,70,7,8,1,2,7
duncama01,1991,1,CIN,NL,100,333,46,86,7,4,12,40,5,4,12,57,0,3,5,3,0
dunstsh01,1991,1,CHN,NL,142,492,59,128,22,7,12,50,21,6,23,64,5,4,4,11,9
dykstle01,1991,1,PHI,NL,63,246,48,73,13,5,3,12,24,4,37,20,1,1,0,0,1
eisenji01,1991,1,KCA,AL,135,375,47,113,22,3,2,47,5,3,20,35,1,1,3,6,10
elsteke01,1991,1,NYN,NL,115,348,33,84,16,2,6,36,2,3,40,53,6,1,1,4,4
espinal01,1991,1,NYA,AL,148,480,51,123,23,2,5,33,4,1,16,57,0,2,9,2,10
evansdw01,1991,1,BAL,AL,101,270,35,73,9,1,6,38,2,3,54,54,2,2,1,2,7
feldemi01,1991,1,SFN,NL,132,348,51,92,10,6,0,18,21,6,30,31,2,1,4,0,1
felixju01,1991,1,CAL,AL,66,230,32,65,10,2,2,26,7,5,11,55,0,3,0,2,5
fermife01,1991,1,CLE,AL,129,424,30,111,13,2,0,31,5,4,26,27,0,3,13,3,17
fernato01,1991,1,SDN,NL,145,558,81,152,27,5,4,38,23,9,55,74,0,0,7,1,12
fieldce01,1991,1,DET,AL,162,624,102,163,25,0,44,133,0,0,78,151,12,6,0,4,17
finlest01,1991,1,HOU,NL,159,596,84,170,28,10,8,54,34,18,42,65,5,2,10,6,8
fiskca01,1991,1,CHA,AL,134,460,42,111,25,0,18,74,1,2,32,86,4,7,0,2,19
fletcsc01,1991,1,CHA,AL,90,248,14,51,10,1,1,28,0,2,17,26,0,3,6,3,3
francju01,1991,1,TEX,AL,146,589,108,201,27,3,15,78,36,9,65,78,8,3,0,2,13
frymatr01,1991,1,DET,AL,149,557,65,144,36,3,21,91,12,5,40,149,0,3,6,6,13
gaettga01,1991,1,CAL,AL,152,586,58,144,22,1,18,66,5,5,33,104,3,8,2,5,13
gagnegr01,1991,1,MIN,AL,139,408,52,108,23,3,8,42,11,9,26,72,0,3,5,5,15
galaran01,1991,1,MON,NL,107,375,34,82,13,2,9,33,5,6,23,86,5,2,0,0,6
gallada01,1991,1,CAL,AL,90,270,32,79,17,0,1,30,2,4,24,43,0,2,10,0,6
gallemi01,1991,1,OAK,AL,159,482,67,119,15,4,12,49,6,9,67,84,3,5,10,3,8
gantnji01,1991,1,ML4,AL,140,526,63,149,27,4,2,47,4,6,27,34,5,3,7,4,13
gantro01,1991,1,ATL,NL,154,561,101,141,35,3,32,105,34,15,71,104,8,5,0,5,6
gibsoki01,1991,1,KCA,AL,132,462,81,109,17,6,16,55,18,4,69,103,3,6,1,2,9
gilkebe01,1991,1,SLN,NL,81,268,28,58,7,2,5,20,14,8,39,33,0,1,1,2,14
gladdda01,1991,1,MIN,AL,126,461,65,114,14,9,6,52,15,9,36,60,1,5,5,4,13
gomezle02,1991,1,BAL,AL,118,391,40,91,17,2,16,45,1,1,40,82,0,2,5,7,11
gonzaju03,1991,1,TEX,AL,142,545,78,144,34,1,27,102,4,4,42,118,7,5,0,3,10
gonzalu01,1991,1,HOU,NL,137,473,51,120,28,9,13,69,10,7,40,101,4,8,1,4,9
gracema01,1991,1,CHN,NL,160,619,87,169,28,5,8,58,3,4,70,53,7,3,4,7,6
grebecr01,1991,1,CHA,AL,107,224,37,63,16,3,6,31,1,3,38,40,0,1,4,1,3
greenmi01,1991,1,BOS,AL,147,544,76,163,26,6,9,83,15,5,43,35,6,3,1,7,11
griffal01,1991,1,LAN,NL,109,350,27,85,6,2,0,27,5,4,22,49,5,1,7,5,5
griffke02,1991,1,SEA,AL,154,548,76,179,42,1,22,100,18,6,71,82,21,1,4,9,10
grissma02,1991,1,MON,NL,148,558,73,149,23,9,6,39,76,17,34,89,0,1,4,0,8
grubeke01,1991,1,TOR,AL,113,429,58,108,18,2,20,65,12,7,31,70,5,6,3,5,7
guerrpe01,1991,1,SLN,NL,115,427,41,116,12,1,8,70,4,2,37,46,2,1,0,7,12
guilloz01,1991,1,CHA,AL,154,524,52,143,20,3,3,49,21,15,11,38,1,0,13,7,7
gwynnto01,1991,1,SDN,NL,134,530,69,168,27,11,4,62,8,8,34,19,8,0,0,5,11
hallme01,1991,1,NYA,AL,141,492,67,140,23,2,19,80,0,1,26,40,6,3,0,6,6
hamilda02,1991,1,ML4,AL,122,405,64,126,15,6,1,57,16,6,33,38,2,0,7,3,10
harpebr01,1991,1,MIN,AL,123,441,54,137,28,1,10,69,1,2,14,22,3,6,2,6,14
harrile01,1991,1,LAN,NL,145,429,59,123,16,1,3,38,12,3,37,32,5,5,12,2,16
hatchbi01,1991,1,CIN,NL,138,442,45,116,25,3,4,41,11,9,26,55,4,7,4,3,9
hayesch01,1991,1,PHI,NL,142,460,34,106,23,1,12,53,3,3,16,75,3,1,2,1,13
hayesvo01,1991,1,PHI,NL,77,284,43,64,15,1,0,21,9,2,31,42,1,3,0,5,6
hendeda01,1991,1,OAK,AL,150,572,86,158,33,0,25,85,6,6,58,113,3,4,1,2,9
henderi01,1991,1,OAK,AL,134,470,105,126,17,1,18,57,58,18,98,73,7,7,0,3,7
hilldo01,1991,1,CAL,AL,77,209,36,50,8,1,1,20,1,0,30,21,1,0,3,0,1
hoilech01,1991,1,BAL,AL,107,341,36,83,15,0,11,31,0,2,29,61,1,1,0,1,11
hornsa01,1991,1,BAL,AL,121,317,45,74,16,0,23,61,0,0,41,99,4,3,0,1,10
howarda02,1991,1,KCA,AL,94,236,20,51,7,0,1,17,3,2,16,45,0,1,9,2,1
howarth01,1991,1,SDN,NL,106,281,30,70,12,3,4,22,10,7,24,57,4,1,2,1,4
hrbekke01,1991,1,MIN,AL,132,462,72,131,20,1,20,89,4,4,67,48,4,0,3,2,15
hudlere01,1991,1,SLN,NL,101,207,21,47,10,2,1,15,12,8,10,29,1,0,2,2,1
huletti01,1991,1,BAL,AL,79,206,29,42,9,0,7,18,0,1,13,49,0,1,1,0,3
huntebr01,1991,1,ATL,NL,97,271,32,68,16,1,12,50,0,2,17,48,0,1,0,2,6
husonje01,1991,1,TEX,AL,119,268,36,57,8,3,2,26,8,3,39,32,0,0,9,1,6
incavpe01,1991,1,DET,AL,97,337,38,72,12,1,11,38,1,3,36,92,0,1,1,2,6
jacksda03,1991,1,SDN,NL,122,359,51,94,12,1,21,49,5,3,27,66,2,2,3,3,5
jacobbr01,1991,1,CLE,AL,66,231,14,54,9,1,4,24,0,1,16,32,2,2,0,0,7
jamesch02,1991,1,CLE,AL,115,437,31,104,16,2,5,41,3,4,18,61,2,4,2,2,9
jeffegr01,1991,1,NYN,NL,136,486,59,132,19,2,9,62,26,5,47,38,2,2,1,3,12
johnsho01,1991,1,NYN,NL,156,564,108,146,34,4,38,117,30,16,78,120,12,1,0,15,4
johnsla03,1991,1,CHA,AL,159,588,72,161,14,13,0,49,26,11,26,58,2,1,6,3,14
jordari02,1991,1,PHI,NL,101,301,38,82,21,3,9,49,0,2,14,49,2,2,0,5,11
josefe01,1991,1,SLN,NL,154,568,69,173,40,6,8,77,20,12,50,113,8,2,0,5,12
joynewa01,1991,1,CAL,AL,143,551,79,166,34,3,21,96,2,0,52,66,4,1,2,5,11
justida01,1991,1,ATL,NL,109,396,67,109,25,1,21,87,8,8,65,81,9,3,0,5,4
kellypa03,1991,1,NYA,AL,96,298,35,72,12,4,3,23,12,1,15,52,0,5,2,2,5
kellyro01,1991,1,NYA,AL,126,486,68,130,22,2,20,69,32,9,45,77,2,5,2,5,14
knoblch01,1991,1,MIN,AL,151,565,78,159,24,6,1,50,25,5,59,40,0,4,1,5,8
krukjo01,1991,1,PHI,NL,152,538,84,158,27,6,21,92,7,0,67,100,16,1,0,9,11
lankfra01,1991,1,SLN,NL,151,566,83,142,23,15,9,69,44,20,41,114,1,1,4,3,4
larkiba01,1991,1,CIN,NL,123,464,88,140,27,4,20,69,24,6,55,64,1,3,3,2,7
larkige01,1991,1,MIN,AL,98,255,34,73,14,1,2,19,2,3,30,21,3,1,3,2,9
lavalmi01,1991,1,PIT,NL,108,336,25,97,11,2,3,41,2,1,33,27,4,2,1,5,10
leema02,1991,1,TOR,AL,138,445,41,104,18,3,0,29,7,2,24,107,0,2,10,4,11
lemkema01,1991,1,ATL,NL,136,269,36,63,11,2,2,23,1,2,29,27,2,0,6,4,9
lewisda01,1991,1,SFN,NL,72,222,41,55,5,3,1,15,13,7,36,30,0,2,7,0,1
lewisma01,1991,1,CLE,AL,84,314,29,83,15,1,0,30,2,2,15,45,0,0,2,5,12
lindjo01,1991,1,PIT,NL,150,502,53,133,16,6,3,54,7,4,30,56,10,2,5,6,20
lyonsst01,1991,1,BOS,AL,87,212,15,51,10,1,4,17,10,3,11,35,2,0,3,1,1
maaske01,1991,1,NYA,AL,148,500,69,110,14,1,23,63,5,1,83,128,3,4,0,5,4
macfami01,1991,1,KCA,AL,84,267,34,74,18,2,13,41,1,0,17,52,0,6,1,4,4
macksh01,1991,1,MIN,AL,143,442,79,137,27,8,18,74,13,9,34,79,1,6,2,5,11
magadda01,1991,1,NYN,NL,124,418,58,108,23,0,4,51,1,1,83,50,3,2,7,7,5
martica02,1991,1,CLE,AL,72,257,22,73,14,0,5,30,3,2,10,43,2,2,1,5,10
martich01,1991,1,BAL,AL,67,216,32,58,12,1,13,33,1,1,11,51,0,0,0,1,2
martida01,1991,1,MON,NL,124,396,47,117,18,5,7,42,16,7,20,54,3,3,5,3,3
martied01,1991,1,SEA,AL,150,544,98,167,35,1,14,52,0,3,84,72,9,8,2,4,19
mattido01,1991,1,NYA,AL,152,587,64,169,35,0,9,68,2,0,46,42,11,4,0,9,21
maynebr01,1991,1,KCA,AL,85,231,22,58,8,0,3,31,2,4,23,42,4,0,2,3,6
mcgeewi01,1991,1,SFN,NL,131,497,67,155,30,3,4,43,17,9,34,74,3,2,8,2,11
mcgrifr01,1991,1,SDN,NL,153,528,84,147,19,1,31,106,4,1,105,135,26,2,0,7,14
mcgwima01,1991,1,OAK,AL,154,483,62,97,22,0,22,75,2,1,93,116,3,3,1,5,13
mcraebr01,1991,1,KCA,AL,152,629,86,164,28,9,8,64,20,11,24,99,1,2,3,5,12
mcreyke01,1991,1,NYN,NL,143,522,65,135,32,1,16,74,6,6,49,46,7,2,1,4,8
melvibo01,1991,1,BAL,AL,79,228,11,57,10,0,1,23,0,0,11,46,2,0,1,5,5
merceor01,1991,1,PIT,NL,120,411,83,113,17,2,10,50,8,4,64,81,4,1,1,1,6
meulehe01,1991,1,NYA,AL,96,288,37,64,8,1,6,29,3,0,18,97,1,4,1,2,7
milleke01,1991,1,NYN,NL,98,275,41,77,22,1,4,23,14,4,23,44,0,5,0,1,2
millira01,1991,1,BAL,AL,141,483,57,127,17,2,16,70,0,5,84,108,4,2,0,2,23
mitchke01,1991,1,SFN,NL,113,371,52,95,13,1,27,69,2,3,43,57,8,5,0,4,6
molitpa01,1991,1,ML4,AL,158,665,133,216,32,13,17,75,19,8,77,62,16,6,0,1,11
moranmi01,1991,1,PHI,NL,98,325,38,81,11,4,1,20,13,2,29,45,0,2,6,2,7
morriha02,1991,1,CIN,NL,136,478,72,152,33,1,14,59,10,4,46,61,7,1,5,7,4
mosebll01,1991,1,DET,AL,74,260,37,68,15,1,6,35,8,1,21,43,2,3,1,3,3
mullira01,1991,1,TOR,AL,97,240,27,60,12,1,2,24,0,0,44,44,2,0,0,2,9
murphda05,1991,1,PHI,NL,153,544,66,137,33,1,18,81,1,0,48,93,3,0,0,7,20
murraed02,1991,1,LAN,NL,153,576,69,150,23,1,19,96,10,3,55,74,17,0,0,8,17
myersgr01,1991,1,TOR,AL,107,309,25,81,22,0,8,36,0,0,21,45,4,0,0,3,13
newmaal01,1991,1,MIN,AL,118,246,25,47,5,0,0,19,4,5,23,21,0,1,5,3,5
nixonot01,1991,1,ATL,NL,124,401,81,119,10,1,0,26,72,21,47,40,3,2,7,3,5
nokesma01,1991,1,NYA,AL,135,456,52,122,20,0,24,77,3,2,25,49,5,5,0,7,6
obriepe03,1991,1,SEA,AL,152,560,58,139,29,3,17,88,0,1,44,61,7,1,3,9,14
olerujo01,1991,1,TOR,AL,139,454,64,116,30,1,17,68,0,2,68,84,9,6,3,10,12
olivejo01,1991,1,CIN,NL,94,269,21,58,11,0,11,41,0,0,18,53,5,0,4,0,14
olsongr02,1991,1,ATL,NL,133,411,46,99,25,0,6,44,1,1,44,48,3,3,2,4,13
oneilpa01,1991,1,CIN,NL,152,532,71,136,36,0,28,91,12,7,73,107,14,1,0,1,8
oquenjo01,1991,1,SLN,NL,127,366,37,88,11,4,1,26,1,2,67,48,13,1,4,3,5
orsuljo01,1991,1,BAL,AL,143,486,57,135,22,1,5,43,6,2,28,45,1,4,0,3,9
owensp01,1991,1,MON,NL,139,424,39,108,22,8,3,26,2,6,42,61,11,1,4,4,11
paglimi01,1991,1,MIN,AL,121,365,38,102,20,0,6,36,1,2,21,55,3,3,2,2,9
pagnoto01,1991,1,SLN,NL,140,459,38,121,24,5,2,57,9,13,36,63,6,4,6,5,10
palmede01,1991,1,TEX,AL,81,268,38,50,9,2,15,37,0,2,32,98,0,3,1,0,4
palmera01,1991,1,TEX,AL,159,631,115,203,49,3,26,88,4,3,68,72,10,6,2,7,17
parkeda01,1991,1,CAL,AL,119,466,45,108,22,2,11,56,3,2,29,91,3,3,0,3,9
parrila02,1991,1,CAL,AL,119,402,38,87,12,0,19,51,0,1,35,117,2,5,0,3,7
pasquda01,1991,1,CHA,AL,134,417,71,108,22,5,18,66,0,2,62,86,4,3,1,1,9
pecotbi01,1991,1,KCA,AL,125,398,53,114,23,2,6,45,16,7,41,45,6,2,7,0,12
penato01,1991,1,BOS,AL,141,464,45,107,23,2,5,48,8,3,37,53,1,4,4,3,23
pendlte01,1991,1,ATL,NL,153,586,94,187,34,8,22,86,10,2,43,70,8,1,7,7,16
perryge01,1991,1,SLN,NL,109,242,29,58,8,4,6,36,15,8,22,34,1,0,0,3,2
pettiga01,1991,1,TEX,AL,137,282,37,61,7,5,0,19,29,13,54,91,0,0,6,1,4
phillto02,1991,1,DET,AL,146,564,87,160,28,4,17,72,10,5,79,95,5,3,3,6,8
polonlu01,1991,1,CAL,AL,150,604,92,179,28,8,2,50,48,23,52,74,4,1,2,3,11
puckeki01,1991,1,MIN,AL,152,611,92,195,29,6,15,89,11,5,31,78,4,4,8,7,27
quinolu01,1991,1,CIN,NL,97,212,15,47,4,3,4,20,1,2,21,31,3,2,1,1,2
quintca01,1991,1,BOS,AL,149,478,69,141,21,1,11,71,1,0,61,66,2,2,6,3,17
quirkja01,1991,1,OAK,AL,76,203,16,53,4,0,1,17,0,3,16,28,1,2,3,0,7
raineti01,1991,1,CHA,AL,155,609,102,163,20,6,5,50,51,15,83,68,9,5,9,3,7
ramirra01,1991,1,HOU,NL,101,233,17,55,10,0,1,20,3,3,13,40,1,0,1,2,3
randowi01,1991,1,ML4,AL,124,431,60,141,14,3,0,54,4,2,75,38,3,0,3,3,14
readyra01,1991,1,PHI,NL,76,205,32,51,10,1,1,20,2,1,47,25,3,1,1,4,5
redusga01,1991,1,PIT,NL,98,252,45,62,12,2,7,24,17,3,28,39,2,3,1,4,0
reedje02,1991,1,CIN,NL,91,270,20,72,15,2,3,31,0,1,23,38,3,1,1,5,6
reedjo01,1991,1,BOS,AL,153,618,87,175,42,2,5,60,6,5,60,53,2,4,11,3,15
reimeke01,1991,1,TEX,AL,136,394,46,106,22,0,20,69,0,3,33,93,6,7,0,6,10
reyesgi01,1991,1,MON,NL,83,207,11,45,9,0,0,13,2,4,19,51,2,1,1,1,3
reynoha01,1991,1,SEA,AL,161,631,95,160,34,6,3,57,28,8,72,63,2,5,14,6,11
rileser01,1991,1,OAK,AL,108,281,30,60,8,4,5,32,3,2,31,42,3,1,4,4,8
ripkebi01,1991,1,BAL,AL,104,287,24,62,11,1,0,14,0,1,15,31,0,0,11,2,14
ripkeca01,1991,1,BAL,AL,162,650,99,210,46,5,34,114,6,1,53,46,15,5,0,9,19
riverlu01,1991,1,BOS,AL,129,414,64,107,22,3,8,40,4,4,35,86,0,3,12,4,10
roberbi01,1991,1,SDN,NL,117,424,66,119,13,3,3,32,26,11,37,71,0,4,4,3,6
rodriiv01,1991,1,TEX,AL,88,280,24,74,16,0,3,27,0,1,5,42,0,0,2,1,10
saboch01,1991,1,CIN,NL,153,582,91,175,35,3,26,88,19,6,44,79,3,6,5,3,13
salazlu01,1991,1,CHN,NL,103,333,34,86,14,1,14,38,0,3,15,45,1,1,2,0,8
samueju01,1991,1,LAN,NL,153,594,74,161,22,6,12,58,23,8,49,133,4,3,10,3,8
sandbry01,1991,1,CHN,NL,158,585,104,170,32,2,26,100,22,8,87,89,4,2,1,9,9
santibe01,1991,1,SDN,NL,152,580,60,155,22,3,17,87,8,10,23,114,5,4,0,7,21
sassema01,1991,1,NYN,NL,96,228,18,62,14,2,5,35,0,2,9,19,2,1,1,4,6
saxst01,1991,1,NYA,AL,158,652,85,198,38,2,10,56,31,11,41,38,2,3,5,6,15
schofdi02,1991,1,CAL,AL,134,427,44,96,9,3,0,31,8,4,50,69,2,3,7,0,3
sciosmi01,1991,1,LAN,NL,119,345,39,91,16,2,8,40,4,3,47,32,3,3,5,4,5
seguida01,1991,1,BAL,AL,86,212,15,59,7,0,2,22,1,1,12,19,2,0,3,1,7
seitzke01,1991,1,KCA,AL,85,234,28,62,11,3,1,25,4,1,29,21,3,2,1,1,4
sharpmi01,1991,1,LAN,NL,105,216,24,60,11,2,2,20,1,3,25,24,0,1,10,0,2
shumpte01,1991,1,KCA,AL,144,369,45,80,16,4,5,34,17,11,30,75,0,5,10,3,10
sierrru01,1991,1,TEX,AL,161,661,110,203,44,5,25,116,16,4,56,91,7,0,0,9,17
skinnjo01,1991,1,CLE,AL,99,284,23,69,14,0,1,24,0,2,14,67,1,1,4,2,8
slaugdo01,1991,1,PIT,NL,77,220,19,65,17,1,1,29,1,0,21,32,1,3,5,1,6
smithlo01,1991,1,ATL,NL,122,353,58,97,19,1,7,44,9,5,50,64,3,9,2,2,4
smithoz01,1991,1,SLN,NL,150,550,96,157,30,3,3,50,35,9,83,36,2,1,6,1,8
sojolu01,1991,1,CAL,AL,113,364,38,94,14,1,3,20,4,2,14,26,0,5,19,0,12
sosasa01,1991,1,CHA,AL,116,316,39,64,10,1,10,33,13,6,14,98,2,2,5,1,5
spierbi01,1991,1,ML4,AL,133,414,71,117,13,6,8,54,14,8,34,55,0,2,10,4,9
steinte01,1991,1,OAK,AL,129,456,50,125,31,1,6,67,2,2,22,70,4,7,0,9,15
stillku01,1991,1,KCA,AL,122,385,44,102,17,1,6,51,3,4,33,56,5,1,5,4,8
strawda01,1991,1,LAN,NL,139,505,86,134,22,4,28,99,10,8,75,125,4,3,0,5,8
stubbfr01,1991,1,ML4,AL,103,362,48,77,16,2,11,38,13,4,35,71,3,2,0,5,4
surhobj01,1991,1,ML4,AL,143,505,57,146,19,4,5,68,5,8,26,33,2,0,13,9,21
sveumda01,1991,1,ML4,AL,90,266,33,64,19,1,4,43,2,4,32,78,0,1,5,4,8
tartada01,1991,1,KCA,AL,132,484,78,153,35,3,31,100,6,3,65,121,6,3,0,5,9
templga01,1991,2,NYN,NL,80,219,20,50,9,1,2,20,3,1,9,29,3,0,4,2,7
tettlmi01,1991,1,DET,AL,154,501,85,132,17,2,31,89,3,3,101,131,9,2,0,4,12
teufeti01,1991,2,SDN,NL,97,307,39,70,16,0,11,42,8,2,49,69,4,1,4,2,8
thomafr04,1991,1,CHA,AL,158,559,104,178,31,2,32,109,1,2,138,112,13,1,0,2,20
thompmi02,1991,1,SLN,NL,115,326,55,100,16,5,6,34,16,9,32,53,7,0,2,1,4
thompro01,1991,1,SFN,NL,144,492,74,129,24,5,19,48,14,7,63,95,2,6,11,1,5
thondi01,1991,1,PHI,NL,146,539,44,136,18,4,9,44,11,5,25,84,6,0,2,4,9
trammal01,1991,1,DET,AL,101,375,57,93,20,0,9,55,11,2,37,39,1,3,5,1,7
treadje01,1991,1,ATL,NL,106,306,41,98,17,2,3,32,2,2,23,19,1,2,2,3,8
uribejo01,1991,1,SFN,NL,90,231,23,51,8,4,1,12,3,4,20,33,6,0,1,0,2
valleda01,1991,1,SEA,AL,132,324,38,63,8,1,8,32,0,2,34,49,0,9,6,3,19
vanslan01,1991,1,PIT,NL,138,491,87,130,24,7,17,83,10,3,71,85,1,4,0,11,5
vaughgr01,1991,1,ML4,AL,145,542,81,132,24,5,27,98,2,2,62,125,2,1,2,7,5
vaughmo01,1991,1,BOS,AL,74,219,21,57,12,0,4,32,2,1,26,43,2,2,0,4,7
venturo01,1991,1,CHA,AL,157,606,92,172,25,1,23,100,2,4,80,67,3,4,8,7,22
vizquom01,1991,1,SEA,AL,142,426,42,98,16,4,1,41,7,2,45,37,0,0,8,3,8
walkech01,1991,1,CHN,NL,124,374,51,96,10,1,6,34,13,5,33,57,2,0,1,3,3
walkela01,1991,1,MON,NL,137,487,59,141,30,2,16,64,14,9,42,102,2,5,1,4,7
wallati01,1991,1,MON,NL,151,577,60,130,22,1,13,73,2,4,50,100,8,6,0,4,12
waltoje01,1991,1,CHN,NL,123,270,42,59,13,1,5,17,7,3,19,55,0,3,3,3,7
whitalo01,1991,1,DET,AL,138,470,94,131,26,2,23,78,4,2,90,45,6,2,2,8,3
whitede03,1991,1,TOR,AL,156,642,110,181,40,10,17,60,33,10,55,135,1,7,5,6,7
whitema01,1991,2,CLE,AL,70,258,34,66,14,4,7,26,4,2,19,50,1,2,0,2,8
wilkiri01,1991,1,CHN,NL,86,203,21,45,9,0,6,22,3,3,19,56,2,6,7,0,3
willibe02,1991,1,NYA,AL,85,320,43,76,19,4,3,34,10,5,48,57,0,1,2,3,4
willima04,1991,1,SFN,NL,157,589,72,158,24,5,34,98,5,5,33,128,6,6,0,7,11
